DATE,PLAYER,TEAM,PTS,REB,AST,STL,BLK,RES,LOC,VS,POS,LAT,LON
2009-01-14,Chris Paul,CHA,33,10.0,11.0,7.0,0.0,W,AWAY,DAL,DAL,32.790556,-96.810278
2009-01-16,Kobe Bryant,LAL,28,13.0,11.0,2.0,0.0,L,HOME,ORL,LAL,34.043056,-118.267222
2009-01-21,Kobe Bryant,LAL,18,10.0,12.0,1.0,0.0,W,AWAY,LAC,LAC,34.043056,-118.267222
2009-01-26,Chris Paul,CHA,27,10.0,15.0,7.0,1.0,W,HOME,PHI,CHA,35.225,-80.839167
2009-01-27,LeBron James,CLE,23,15.0,11.0,0.0,3.0,W,HOME,SAC,CLE,41.496389,-81.688056
2009-02-03,Vince Carter,NJN,15,10.0,12.0,0.0,0.0,W,HOME,MIL,NJN,40.81167,-74.0675
2009-02-04,Stephen Jackson,GSW,30,11.0,10.0,2.0,1.0,W,HOME,PHO,GSW,37.7503,-122.203
2009-02-12,Rajon Rondo,BOS,19,15.0,14.0,1.0,0.0,W,AWAY,DAL,DAL,32.790556,-96.810278
2009-02-17,Pau Gasol,LAL,12,13.0,10.0,0.0,2.0,W,HOME,ATL,LAL,34.043056,-118.267222
2009-03-02,Russell Westbrook,OKC,17,10.0,10.0,2.0,1.0,W,HOME,DAL,OKC,35.463333,-97.515
2009-03-07,LeBron James,CLE,14,10.0,12.0,1.0,1.0,W,HOME,MIA,CLE,41.496389,-81.688056
2009-03-10,LeBron James,CLE,32,13.0,11.0,2.0,2.0,W,AWAY,LAC,LAC,34.043056,-118.267222
2009-03-11,Chris Paul,CHA,30,10.0,13.0,4.0,0.0,W,AWAY,WAS,WAS,38.8982,-77.0209
2009-03-12,LeBron James,CLE,34,10.0,13.0,3.0,3.0,W,AWAY,PHO,PHO,33.445833,-112.071389
2009-03-13,Jason Kidd,DAL,21,10.0,11.0,2.0,0.0,L,AWAY,GSW,GSW,37.7503,-122.203
2009-03-19,LeBron James,CLE,26,11.0,10.0,1.0,2.0,W,HOME,POR,CLE,41.496389,-81.688056
2009-04-01,Ramon Sessions,MIL,16,10.0,16.0,2.0,0.0,L,HOME,LAL,MIL,43.045028,-87.918167
2009-04-04,Andre Miller,PHI,21,10.0,12.0,2.0,0.0,W,HOME,DET,PHI,39.901111,-75.171944
2009-04-15,Jason Kidd,DAL,11,10.0,12.0,0.0,0.0,W,HOME,HOU,DAL,32.790556,-96.810278
2009-10-28,LeBron James,CLE,23,11.0,12.0,2.0,0.0,L,AWAY,TOR,TOR,43.643333,-79.379167
2009-11-13,Rafer Alston,NJN,17,10.0,10.0,0.0,0.0,L,AWAY,ORL,ORL,28.539167,-81.383611
2009-12-12,Gilbert Arenas,WAS,22,10.0,11.0,2.0,0.0,L,HOME,IND,WAS,38.8982,-77.0209
2009-12-23,LeBron James,CLE,34,16.0,10.0,0.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
2009-12-29,Chris Paul,CHA,16,11.0,10.0,2.0,2.0,L,AWAY,HOU,HOU,29.750833,-95.362222
2010-01-10,Rajon Rondo,BOS,22,10.0,13.0,4.0,0.0,W,AWAY,TOR,TOR,43.643333,-79.379167
2010-01-12,Baron Davis,LAC,27,12.0,12.0,5.0,1.0,L,AWAY,MEM,MEM,35.138333,-90.050556
2010-02-05,Josh Smith,ATL,18,14.0,10.0,2.0,1.0,W,HOME,CHI,ATL,33.757222,-84.396389
2010-02-10,Stephen Curry,GSW,36,10.0,13.0,3.0,0.0,W,HOME,LAC,GSW,37.7503,-122.203
2010-02-18,LeBron James,CLE,43,13.0,15.0,2.0,4.0,L,HOME,DEN,CLE,41.496389,-81.688056
2010-02-19,Darren Collison,CHA,18,13.0,12.0,3.0,1.0,W,HOME,IND,CHA,35.225,-80.839167
2010-02-21,Russell Westbrook,OKC,22,10.0,14.0,2.0,0.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2010-02-26,Jason Kidd,DAL,19,16.0,17.0,2.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2010-03-10,Tyreke Evans,SAC,19,10.0,10.0,0.0,0.0,W,HOME,TOR,SAC,38.580361,-121.499611
2010-03-16,LeBron James,CLE,29,12.0,12.0,1.0,1.0,W,AWAY,DET,DET,42.6969,-83.24555
2010-03-24,Rajon Rondo,BOS,11,11.0,15.0,4.0,0.0,W,HOME,DEN,BOS,42.366303,-71.062228
2010-03-28,Beno Udrih,SAC,18,10.0,15.0,2.0,0.0,L,AWAY,CLE,CLE,41.496389,-81.688056
2010-03-29,Dirk Nowitzki,DAL,34,10.0,10.0,0.0,1.0,W,HOME,DEN,DAL,32.790556,-96.810278
2010-04-02,David Lee,NYK,37,20.0,10.0,0.0,1.0,L,AWAY,GSW,GSW,37.7503,-122.203
2010-04-09,Terrence Williams,NJN,27,13.0,10.0,1.0,0.0,W,HOME,CHI,NJN,40.81167,-74.0675
2010-04-10,Jason Kidd,DAL,11,10.0,13.0,2.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
2010-04-14,Trevor Ariza,HOU,26,10.0,10.0,0.0,2.0,L,HOME,CHA,HOU,29.750833,-95.362222
2010-04-14,Steve Blake,LAC,23,10.0,11.0,2.0,0.0,W,HOME,LAL,LAC,34.043056,-118.267222
2010-10-29,Rajon Rondo,BOS,10,10.0,24.0,1.0,0.0,W,HOME,NYK,BOS,42.366303,-71.062228
2010-10-30,Brandon Jennings,MIL,20,10.0,10.0,0.0,0.0,W,HOME,CHA,MIL,43.045028,-87.918167
2010-11-03,Kobe Bryant,LAL,30,10.0,12.0,1.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
2010-11-07,Pau Gasol,LAL,20,14.0,10.0,3.0,0.0,W,HOME,POR,LAL,34.043056,-118.267222
2010-11-09,LeBron James,MIA,20,11.0,14.0,1.0,3.0,L,HOME,UTA,MIA,25.781389,-80.188056
2010-11-10,John Wall,WAS,19,10.0,13.0,6.0,1.0,W,HOME,HOU,WAS,38.8982,-77.0209
2010-11-20,Stephen Jackson,CHA,24,10.0,10.0,2.0,2.0,W,HOME,PHO,CHA,35.225,-80.839167
2010-11-28,Josh Smith,ATL,12,13.0,10.0,3.0,2.0,W,AWAY,TOR,TOR,43.643333,-79.379167
2010-11-30,Tim Duncan,SAS,15,18.0,11.0,0.0,2.0,W,AWAY,GSW,GSW,37.7503,-122.203
2010-12-17,LeBron James,MIA,32,11.0,10.0,1.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2010-12-19,Paul Pierce,BOS,18,10.0,12.0,4.0,1.0,W,HOME,IND,BOS,42.366303,-71.062228
2010-12-25,LeBron James,MIA,27,11.0,10.0,4.0,0.0,W,AWAY,LAL,LAL,34.043056,-118.267222
2010-12-30,Jason Kidd,DAL,12,10.0,13.0,2.0,2.0,L,HOME,SAS,DAL,32.790556,-96.810278
2010-12-31,Russell Westbrook,OKC,23,10.0,10.0,2.0,0.0,W,HOME,ATL,OKC,35.463333,-97.515
2011-01-03,Hedo Turkoglu,ORL,10,14.0,10.0,5.0,0.0,W,HOME,GSW,ORL,28.539167,-81.383611
2011-01-05,Rajon Rondo,BOS,12,10.0,23.0,6.0,1.0,W,HOME,SAS,BOS,42.366303,-71.062228
2011-01-07,Raymond Felton,NYK,23,10.0,11.0,1.0,0.0,W,AWAY,PHO,PHO,33.445833,-112.071389
2011-01-13,Russell Westbrook,OKC,32,10.0,13.0,1.0,2.0,W,HOME,ORL,OKC,35.463333,-97.515
2011-01-17,Boris Diaw,CHA,25,11.0,11.0,1.0,2.0,L,AWAY,PHI,PHI,39.901111,-75.171944
2011-01-17,Derrick Rose,CHI,22,10.0,12.0,1.0,1.0,W,AWAY,MEM,MEM,35.138333,-90.050556
2011-01-28,Russell Westbrook,OKC,35,13.0,13.0,0.0,2.0,W,HOME,WAS,OKC,35.463333,-97.515
2011-02-02,Jrue Holiday,PHI,11,10.0,11.0,0.0,0.0,W,AWAY,NJN,NJN,40.81167,-74.0675
2011-02-04,Dwyane Wade,MIA,22,12.0,10.0,0.0,0.0,W,AWAY,CHA,CHA,35.225,-80.839167
2011-02-13,Rajon Rondo,BOS,11,10.0,10.0,0.0,0.0,W,HOME,MIA,BOS,42.366303,-71.062228
2011-02-16,Andre Iguodala,PHI,13,12.0,10.0,4.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
2011-03-01,Jason Kidd,DAL,13,10.0,13.0,3.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2011-03-04,Andre Iguodala,PHI,22,10.0,13.0,1.0,1.0,W,HOME,MIN,PHI,39.901111,-75.171944
2011-03-06,Andre Iguodala,PHI,15,11.0,10.0,3.0,1.0,W,HOME,GSW,PHI,39.901111,-75.171944
2011-03-15,JaVale McGee,WAS,11,12.0,1.0,0.0,12.0,L,AWAY,CHI,CHI,41.880556,-87.674167
2011-03-20,Kyle Lowry,HOU,28,11.0,10.0,3.0,0.0,W,HOME,UTA,HOU,29.750833,-95.362222
2011-03-23,Chuck Hayes,HOU,13,14.0,11.0,2.0,0.0,W,HOME,GSW,HOU,29.750833,-95.362222
2011-03-23,Blake Griffin,LAC,33,17.0,10.0,1.0,1.0,W,HOME,WAS,LAC,34.043056,-118.267222
2011-03-29,LeBron James,MIA,27,10.0,12.0,0.0,0.0,L,AWAY,CLE,CLE,41.496389,-81.688056
2011-04-01,Jordan Crawford,WAS,21,10.0,11.0,0.0,2.0,W,HOME,CLE,WAS,38.8982,-77.0209
2011-04-09,Drew Gooden,MIL,15,13.0,13.0,0.0,2.0,W,HOME,CLE,MIL,43.045028,-87.918167
2011-04-13,Blake Griffin,LAC,31,10.0,10.0,1.0,1.0,W,HOME,MEM,LAC,34.043056,-118.267222
2011-04-13,Goran Dragic,HOU,11,11.0,11.0,0.0,1.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2012-01-01,Rajon Rondo,BOS,18,11.0,14.0,1.0,0.0,W,AWAY,WAS,WAS,38.8982,-77.0209
2012-01-23,Kyle Lowry,HOU,16,10.0,10.0,3.0,0.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2012-01-28,Kemba Walker,CHA,20,10.0,11.0,1.0,2.0,L,HOME,WAS,CHA,35.225,-80.839167
2012-01-28,Andre Iguodala,PHI,10,10.0,10.0,1.0,0.0,W,HOME,DET,PHI,39.901111,-75.171944
2012-02-07,David Lee,GSW,25,11.0,10.0,0.0,1.0,L,HOME,OKC,GSW,37.7503,-122.203
2012-02-12,Rajon Rondo,BOS,32,10.0,15.0,2.0,0.0,W,HOME,CHI,BOS,42.366303,-71.062228
2012-02-19,Serge Ibaka,OKC,14,15.0,0.0,1.0,11.0,W,HOME,DEN,OKC,35.463333,-97.515
2012-02-22,Joakim Noah,CHI,13,13.0,10.0,0.0,1.0,W,HOME,MIL,CHI,41.880556,-87.674167
2012-02-29,Rajon Rondo,BOS,15,11.0,10.0,0.0,0.0,W,HOME,MIL,BOS,42.366303,-71.062228
2012-03-04,Rajon Rondo,BOS,18,17.0,20.0,1.0,1.0,W,HOME,NYK,BOS,42.366303,-71.062228
2012-03-14,Drew Gooden,MIL,15,10.0,13.0,1.0,2.0,W,HOME,CLE,MIL,43.045028,-87.918167
2012-03-21,Jarrett Jack,CHA,17,10.0,11.0,0.0,0.0,L,HOME,GSW,CHA,35.225,-80.839167
2012-03-23,J.J. Barea,MIN,25,10.0,14.0,3.0,0.0,L,AWAY,OKC,OKC,35.463333,-97.515
2012-04-01,Rajon Rondo,BOS,16,11.0,14.0,0.0,0.0,W,HOME,MIA,BOS,42.366303,-71.062228
2012-04-11,Rajon Rondo,BOS,10,10.0,20.0,2.0,0.0,W,HOME,ATL,BOS,42.366303,-71.062228
2012-04-17,Carmelo Anthony,NYK,35,12.0,10.0,2.0,0.0,W,HOME,BOS,NYK,40.750556,-73.993611
2012-04-18,Pau Gasol,LAL,22,11.0,11.0,0.0,3.0,W,AWAY,GSW,GSW,37.7503,-122.203
2012-04-26,Ben Uzoh,TOR,12,11.0,12.0,4.0,1.0,W,HOME,NJN,TOR,43.643333,-79.379167
2012-11-07,Greg Monroe,DET,21,12.0,11.0,1.0,0.0,L,AWAY,SAC,SAC,38.580361,-121.499611
2012-11-13,Jose Calderon,TOR,13,10.0,10.0,0.0,0.0,W,AWAY,IND,IND,39.763889,-86.155556
2012-11-18,Kobe Bryant,LAL,22,11.0,11.0,3.0,0.0,W,HOME,HOU,LAL,34.043056,-118.267222
2012-11-18,Kevin Durant,OKC,25,13.0,10.0,2.0,0.0,W,HOME,GSW,OKC,35.463333,-97.515
2012-11-21,Roy Hibbert,IND,10,11.0,1.0,2.0,11.0,W,HOME,CHA,IND,39.763889,-86.155556
2012-11-30,Larry Sanders,MIL,10,12.0,1.0,1.0,10.0,L,AWAY,MIN,MIN,44.9795,-93.2761
2012-12-04,LeBron James,MIA,26,13.0,11.0,3.0,2.0,L,AWAY,WAS,WAS,38.8982,-77.0209
2012-12-07,Rajon Rondo,BOS,16,13.0,14.0,3.0,3.0,L,AWAY,PHI,PHI,39.901111,-75.171944
2012-12-10,Tony Parker,SAS,27,12.0,12.0,0.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
2012-12-16,Jose Calderon,TOR,18,10.0,14.0,1.0,1.0,W,HOME,HOU,TOR,43.643333,-79.379167
2012-12-18,Joakim Noah,CHI,11,13.0,10.0,1.0,3.0,W,HOME,BOS,CHI,41.880556,-87.674167
2012-12-18,Jordan Crawford,WAS,27,11.0,11.0,0.0,0.0,L,HOME,ATL,WAS,38.8982,-77.0209
2012-12-21,David Lee,GSW,23,11.0,11.0,0.0,0.0,W,HOME,CHA,GSW,37.7503,-122.203
2012-12-30,DeMarcus Cousins,SAC,12,10.0,10.0,1.0,0.0,W,HOME,BOS,SAC,38.580361,-121.499611
2013-01-02,Jrue Holiday,PHI,16,10.0,10.0,2.0,2.0,L,AWAY,PHO,PHO,33.445833,-112.071389
2013-01-05,Rajon Rondo,BOS,14,11.0,10.0,3.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2013-01-12,David West,IND,14,12.0,10.0,1.0,0.0,W,HOME,CHA,IND,39.763889,-86.155556
2013-01-14,Rajon Rondo,BOS,17,10.0,12.0,0.0,0.0,W,HOME,CHA,BOS,42.366303,-71.062228
2013-01-21,Nicolas Batum,POR,12,10.0,11.0,3.0,2.0,L,HOME,WAS,POR,45.531667,-122.666667
2013-01-23,LeBron James,MIA,31,10.0,11.0,0.0,0.0,W,HOME,TOR,MIA,25.781389,-80.188056
2013-01-24,Rajon Rondo,BOS,23,10.0,11.0,3.0,0.0,L,HOME,NYK,BOS,42.366303,-71.062228
2013-01-25,Rajon Rondo,BOS,16,10.0,11.0,1.0,0.0,L,AWAY,ATL,ATL,33.757222,-84.396389
2013-01-26,Nicolas Batum,POR,20,10.0,12.0,1.0,1.0,W,HOME,LAC,POR,45.531667,-122.666667
2013-01-27,Paul Pierce,BOS,17,13.0,10.0,1.0,1.0,W,HOME,MIA,BOS,42.366303,-71.062228
2013-02-02,James Harden,HOU,21,11.0,11.0,1.0,1.0,W,HOME,CHA,HOU,29.750833,-95.362222
2013-02-08,Greivis Vasquez,CHA,21,11.0,12.0,1.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
2013-02-10,Paul Pierce,BOS,27,14.0,14.0,0.0,0.0,W,HOME,DEN,BOS,42.366303,-71.062228
2013-02-13,Paul George,IND,23,12.0,12.0,2.0,0.0,W,HOME,CHA,IND,39.763889,-86.155556
2013-02-20,Kevin Durant,OKC,16,12.0,11.0,2.0,1.0,L,AWAY,HOU,HOU,29.750833,-95.362222
2013-02-23,LeBron James,MIA,16,10.0,11.0,2.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2013-02-27,Kevin Durant,OKC,18,11.0,10.0,0.0,0.0,W,HOME,CHA,OKC,35.463333,-97.515
2013-02-28,Joakim Noah,CHI,23,21.0,1.0,3.0,11.0,W,HOME,PHI,CHI,41.880556,-87.674167
2013-03-02,Kyle Lowry,TOR,10,10.0,10.0,5.0,0.0,L,AWAY,MIL,MIL,43.045028,-87.918167
2013-03-06,Blake Griffin,LAC,23,11.0,11.0,1.0,1.0,W,HOME,MIL,LAC,34.043056,-118.267222
2013-03-12,Ricky Rubio,MIN,21,13.0,12.0,0.0,1.0,W,HOME,SAS,MIN,44.9795,-93.2761
2013-03-20,LeBron James,MIA,25,12.0,10.0,3.0,2.0,W,AWAY,CLE,CLE,41.496389,-81.688056
2013-03-29,Paul Pierce,BOS,20,10.0,10.0,1.0,1.0,W,HOME,ATL,BOS,42.366303,-71.062228
2013-03-30,Russell Westbrook,OKC,23,13.0,10.0,3.0,1.0,W,AWAY,MIL,MIL,43.045028,-87.918167
2013-04-02,Kobe Bryant,LAL,23,11.0,11.0,4.0,2.0,W,HOME,DAL,LAL,34.043056,-118.267222
2013-04-10,Andre Iguodala,DEN,12,13.0,10.0,3.0,0.0,W,HOME,SAS,DEN,39.74892,-105.0084
2013-04-12,Pau Gasol,LAL,26,11.0,10.0,0.0,0.0,W,HOME,GSW,LAL,34.043056,-118.267222
2013-04-17,Pau Gasol,LAL,17,20.0,11.0,0.0,2.0,W,HOME,HOU,LAL,34.043056,-118.267222
2013-11-02,Nicolas Batum,POR,11,12.0,11.0,0.0,1.0,W,HOME,SAS,POR,45.531667,-122.666667
2013-11-04,Stephen Curry,GSW,18,10.0,12.0,5.0,1.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2013-11-10,Ricky Rubio,MIN,12,10.0,14.0,5.0,0.0,W,AWAY,LAL,LAL,34.043056,-118.267222
2013-11-11,Lance Stephenson,IND,13,11.0,12.0,0.0,0.0,W,HOME,MEM,IND,39.763889,-86.155556
2013-11-13,Tony Wroten,PHI,18,10.0,11.0,0.0,1.0,W,HOME,HOU,PHI,39.901111,-75.171944
2013-11-22,Lance Stephenson,IND,10,11.0,10.0,4.0,0.0,W,AWAY,BOS,BOS,42.366303,-71.062228
2013-11-29,Jordan Crawford,BOS,11,11.0,10.0,1.0,0.0,W,HOME,CLE,BOS,42.366303,-71.062228
2013-12-01,Kevin Durant,OKC,32,10.0,12.0,4.0,4.0,W,HOME,MIN,OKC,35.463333,-97.515
2013-12-03,Michael Carter-Williams,PHI,27,12.0,10.0,3.0,0.0,W,HOME,ORL,PHI,39.901111,-75.171944
2013-12-03,Victor Oladipo,ORL,26,10.0,10.0,3.0,0.0,L,AWAY,PHI,PHI,39.901111,-75.171944
2013-12-18,Tyreke Evans,NOP,11,13.0,10.0,0.0,1.0,L,AWAY,LAC,LAC,34.043056,-118.267222
2013-12-22,Lance Stephenson,IND,12,10.0,10.0,1.0,0.0,W,HOME,BOS,IND,39.763889,-86.155556
2013-12-25,Russell Westbrook,OKC,14,13.0,10.0,1.0,1.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2013-12-27,Stephen Curry,GSW,14,13.0,16.0,1.0,0.0,W,HOME,PHO,GSW,37.7503,-122.203
2014-01-08,Nicolas Batum,POR,14,10.0,14.0,1.0,1.0,W,HOME,ORL,POR,45.531667,-122.666667
2014-01-22,John Wall,WAS,28,11.0,10.0,3.0,0.0,L,HOME,BOS,WAS,38.8982,-77.0209
2014-01-24,Kyle Lowry,TOR,18,10.0,13.0,0.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2014-01-25,Kevin Durant,OKC,32,14.0,10.0,2.0,1.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2014-01-30,Lance Stephenson,IND,14,10.0,10.0,0.0,0.0,L,HOME,PHO,IND,39.763889,-86.155556
2014-02-01,Jeremy Lin,HOU,15,11.0,10.0,2.0,1.0,W,HOME,CLE,HOU,29.750833,-95.362222
2014-02-05,Steve Blake,LAL,11,10.0,15.0,3.0,0.0,W,AWAY,CLE,CLE,41.496389,-81.688056
2014-02-11,Joakim Noah,CHI,19,16.0,11.0,0.0,3.0,W,HOME,ATL,CHI,41.880556,-87.674167
2014-02-22,Kevin Love,MIN,37,12.0,10.0,1.0,0.0,W,AWAY,UTA,UTA,40.768333,-111.901111
2014-02-28,Kyrie Irving,CLE,21,10.0,12.0,0.0,1.0,W,HOME,UTA,CLE,41.496389,-81.688056
2014-02-28,Stephen Curry,GSW,27,11.0,11.0,0.0,1.0,W,AWAY,NYK,NYK,40.750556,-73.993611
2014-03-02,Joakim Noah,CHI,13,12.0,14.0,2.0,2.0,W,HOME,NYK,CHI,41.880556,-87.674167
2014-03-04,Russell Westbrook,OKC,13,10.0,14.0,3.0,0.0,W,HOME,PHI,OKC,35.463333,-97.515
2014-03-05,Joakim Noah,CHI,10,11.0,11.0,0.0,2.0,W,AWAY,DET,DET,42.6969,-83.24555
2014-03-09,Kyle Lowry,TOR,20,12.0,11.0,2.0,0.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2014-03-09,Kevin Durant,OKC,27,10.0,12.0,0.0,0.0,L,AWAY,LAL,LAL,34.043056,-118.267222
2014-03-10,Michael Carter-Williams,PHI,23,13.0,10.0,2.0,0.0,L,AWAY,NYK,NYK,40.750556,-73.993611
2014-03-18,Isaiah Thomas,SAC,24,11.0,10.0,0.0,1.0,W,HOME,WAS,SAC,38.580361,-121.499611
2014-03-18,Paul Millsap,ATL,19,13.0,10.0,1.0,0.0,W,HOME,TOR,ATL,33.757222,-84.396389
2014-03-19,Ricky Rubio,MIN,22,10.0,15.0,4.0,1.0,W,AWAY,DAL,DAL,32.790556,-96.810278
2014-03-21,Paul George,IND,10,12.0,10.0,1.0,0.0,W,HOME,CHI,IND,39.763889,-86.155556
2014-03-27,James Harden,HOU,26,10.0,10.0,1.0,0.0,W,HOME,PHI,HOU,29.750833,-95.362222
2014-03-28,Kevin Love,MIN,22,10.0,10.0,1.0,0.0,W,HOME,LAL,MIN,44.9795,-93.2761
2014-03-28,LeBron James,MIA,17,10.0,12.0,1.0,0.0,W,AWAY,DET,DET,42.6969,-83.24555
2014-04-02,Kevin Love,MIN,24,16.0,10.0,1.0,1.0,W,HOME,MEM,MIN,44.9795,-93.2761
2014-04-03,Blake Griffin,LAC,25,10.0,11.0,1.0,1.0,L,HOME,DAL,LAC,34.043056,-118.267222
2014-04-04,Kemba Walker,CHA,13,10.0,10.0,1.0,0.0,W,HOME,ORL,CHA,35.225,-80.839167
2014-04-04,Rajon Rondo,BOS,11,11.0,16.0,0.0,0.0,L,HOME,PHI,BOS,42.366303,-71.062228
2014-04-09,Joakim Noah,CHI,15,13.0,10.0,1.0,2.0,W,AWAY,MIN,MIN,44.9795,-93.2761
2014-04-09,John Wall,WAS,14,12.0,11.0,0.0,0.0,L,HOME,CHA,WAS,38.8982,-77.0209
2014-04-11,Stephen Curry,GSW,30,10.0,12.0,2.0,0.0,W,AWAY,LAL,LAL,34.043056,-118.267222
2014-04-13,Lance Stephenson,IND,17,10.0,11.0,0.0,1.0,W,HOME,OKC,IND,39.763889,-86.155556
2014-11-03,Chris Paul,LAC,13,10.0,12.0,2.0,1.0,W,HOME,UTA,LAC,34.043056,-118.267222
2014-11-05,Rajon Rondo,BOS,13,10.0,15.0,0.0,0.0,L,HOME,TOR,BOS,42.366303,-71.062228
2014-11-07,Kyle Lowry,TOR,13,11.0,10.0,1.0,0.0,W,HOME,WAS,TOR,43.643333,-79.379167
2014-11-29,Michael Carter-Williams,PHI,18,10.0,16.0,1.0,0.0,L,HOME,DAL,PHI,39.901111,-75.171944
2014-11-30,Kobe Bryant,LAL,31,11.0,12.0,0.0,1.0,W,HOME,TOR,LAL,34.043056,-118.267222
2014-12-05,Tim Duncan,SAS,14,10.0,10.0,0.0,2.0,W,AWAY,MEM,MEM,35.138333,-90.050556
2014-12-07,Rajon Rondo,BOS,13,13.0,11.0,3.0,0.0,W,HOME,WAS,BOS,42.366303,-71.062228
2014-12-08,Eric Bledsoe,PHO,27,11.0,16.0,2.0,2.0,L,AWAY,LAC,LAC,34.043056,-118.267222
2014-12-10,Rajon Rondo,BOS,12,10.0,10.0,1.0,0.0,L,AWAY,CHA,CHA,35.225,-80.839167
2014-12-13,Michael Carter-Williams,PHI,16,11.0,11.0,0.0,0.0,L,HOME,MEM,PHI,39.901111,-75.171944
2014-12-13,James Harden,HOU,24,10.0,10.0,1.0,2.0,W,HOME,DEN,HOU,29.750833,-95.362222
2014-12-23,Eric Bledsoe,PHO,16,10.0,11.0,3.0,0.0,W,HOME,DAL,PHO,33.445833,-112.071389
2014-12-30,Kobe Bryant,LAL,23,11.0,11.0,2.0,1.0,W,AWAY,DEN,DEN,39.74892,-105.0084
2015-01-02,Draymond Green,GSW,16,11.0,13.0,2.0,2.0,W,HOME,TOR,GSW,37.7503,-122.203
2015-01-13,Al Horford,ATL,21,10.0,10.0,0.0,1.0,W,AWAY,PHI,PHI,39.901111,-75.171944
2015-01-16,Russell Westbrook,OKC,17,15.0,16.0,4.0,0.0,W,HOME,GSW,OKC,35.463333,-97.515
2015-01-25,Hassan Whiteside,MIA,14,13.0,0.0,0.0,12.0,W,AWAY,CHI,CHI,41.880556,-87.674167
2015-01-30,Michael Carter-Williams,PHI,17,10.0,10.0,1.0,1.0,W,HOME,MIN,PHI,39.901111,-75.171944
2015-02-02,Russell Westbrook,OKC,25,11.0,14.0,4.0,1.0,W,HOME,ORL,OKC,35.463333,-97.515
2015-02-06,Tyreke Evans,NOP,22,10.0,16.0,1.0,1.0,W,AWAY,OKC,OKC,35.463333,-97.515
2015-02-23,James Harden,HOU,31,11.0,10.0,1.0,4.0,W,HOME,MIN,HOU,29.750833,-95.362222
2015-02-24,Russell Westbrook,OKC,20,11.0,10.0,1.0,0.0,W,HOME,IND,OKC,35.463333,-97.515
2015-02-25,Evan Turner,BOS,10,12.0,10.0,0.0,0.0,W,HOME,NYK,BOS,42.366303,-71.062228
2015-02-26,Russell Westbrook,OKC,39,14.0,11.0,3.0,0.0,L,AWAY,PHO,PHO,33.445833,-112.071389
2015-02-27,Russell Westbrook,OKC,40,13.0,11.0,1.0,0.0,L,AWAY,POR,POR,45.531667,-122.666667
2015-02-27,George Hill,IND,15,10.0,12.0,2.0,1.0,W,HOME,CLE,IND,39.763889,-86.155556
2015-03-02,Ricky Rubio,MIN,18,12.0,11.0,1.0,0.0,L,HOME,LAC,MIN,44.9795,-93.2761
2015-03-04,Russell Westbrook,OKC,49,15.0,10.0,3.0,1.0,W,HOME,PHI,OKC,35.463333,-97.515
2015-03-06,James Harden,HOU,38,12.0,12.0,1.0,0.0,W,HOME,DET,HOU,29.750833,-95.362222
2015-03-08,Russell Westbrook,OKC,30,11.0,17.0,4.0,1.0,W,HOME,TOR,OKC,35.463333,-97.515
2015-03-13,Russell Westbrook,OKC,29,10.0,12.0,2.0,0.0,W,HOME,MIN,OKC,35.463333,-97.515
2015-03-16,Kyle Lowry,TOR,20,11.0,10.0,3.0,0.0,W,AWAY,IND,IND,39.763889,-86.155556
2015-03-18,Reggie Jackson,DET,11,11.0,10.0,0.0,0.0,L,AWAY,PHI,PHI,39.901111,-75.171944
2015-03-18,Elfrid Payton,ORL,15,10.0,12.0,2.0,0.0,L,AWAY,DAL,DAL,32.790556,-96.810278
2015-03-20,Russell Westbrook,OKC,36,10.0,14.0,1.0,0.0,W,HOME,ATL,OKC,35.463333,-97.515
2015-03-20,Elfrid Payton,ORL,22,10.0,10.0,4.0,0.0,W,HOME,POR,ORL,28.539167,-81.383611
2015-03-23,Evan Turner,BOS,19,10.0,12.0,0.0,1.0,W,AWAY,BKN,BKN,40.682661,-73.975225
2015-03-27,Reggie Jackson,DET,26,11.0,10.0,1.0,0.0,W,AWAY,ORL,ORL,28.539167,-81.383611
2015-04-01,DeMarcus Cousins,SAC,24,21.0,10.0,3.0,6.0,L,AWAY,HOU,HOU,29.750833,-95.362222
